,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
10265,Winter Heat,SAT,1996.0,Sports,0.0,0.0,0.11,0.0,,,
10266,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004.0,Platform,0.08,0.02,0.0,0.0,69.0,8.8,E
10267,Hole in the Wall: Deluxe Edition,X360,2011.0,Misc,0.1,0.0,0.0,0.01,,tbd,E
10268,Defender,GC,2002.0,Misc,0.08,0.02,0.0,0.0,66.0,tbd,T
10269,Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,0.03,0.05,0.02,0.02,83.0,7.5,T
10270,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005.0,Misc,0.1,0.0,0.0,0.01,,,
10271,Mushroom Men: Rise of the Fungi,DS,2008.0,Action,0.1,0.0,0.0,0.01,45.0,7.3,E
10272,The Polar Express,GC,2004.0,Adventure,0.08,0.02,0.0,0.0,40.0,4.7,E
10273,BMX XXX,XB,2002.0,Sports,0.08,0.02,0.0,0.0,58.0,7.8,M
10274,ATV: Quad Frenzy,DS,2005.0,Racing,0.1,0.0,0.0,0.01,35.0,tbd,E
10275,Touch Detective 2 1/2,DS,2007.0,Adventure,0.09,0.0,0.01,0.01,67.0,tbd,E
10276,Animal Planet: Vet Life,DS,2009.0,Simulation,0.1,0.0,0.0,0.01,,tbd,E
10277,Frogger: Helmet Chaos,PSP,2005.0,Platform,0.1,0.0,0.0,0.01,66.0,6.4,E
10278,Picross 3D 2,3DS,2015.0,Puzzle,0.0,0.0,0.11,0.0,,,
10279,Pimp My Ride,X360,2006.0,Racing,0.1,0.0,0.0,0.01,38.0,3.8,T
10280,Lady Sia,GBA,2001.0,Platform,0.08,0.03,0.0,0.0,73.0,tbd,E
10281,Rock Band: Metal Track Pack,PS2,2009.0,Misc,0.05,0.04,0.0,0.01,,tbd,T
10282,Robotech: Invasion,PS2,2004.0,Shooter,0.05,0.04,0.0,0.01,57.0,tbd,T
10283,Vacation Sports,Wii,2009.0,Sports,0.09,0.01,0.0,0.01,,tbd,E
10284,PDC World Championship Darts: Pro Tour,Wii,2010.0,Sports,0.0,0.09,0.0,0.01,,,
10285,Hollywood Squares,Wii,2010.0,Misc,0.1,0.0,0.0,0.01,,tbd,E10+
10286,Dr. Seuss' The Cat in the Hat,XB,2003.0,Misc,0.08,0.02,0.0,0.0,56.0,tbd,E
10287,Irozuki Tingle no Koi no Balloon Trip,DS,2009.0,Adventure,0.0,0.0,0.11,0.0,,,
10288,Silly Bandz: Play The Craze,DS,2010.0,Puzzle,0.1,0.0,0.0,0.01,,,
10289,RIGS: Mechanized Combat League,PS4,2016.0,Action,0.03,0.05,0.01,0.02,79.0,7.9,T
10290,Final Fantasy I & II,NES,1994.0,Role-Playing,0.0,0.0,0.11,0.0,,,
10291,Starsky & Hutch,GC,2003.0,Racing,0.08,0.02,0.0,0.0,,,
10292,Hellboy: The Science of Evil,X360,2008.0,Action,0.1,0.0,0.0,0.01,44.0,5.7,T
10293,Langrisser IV,SAT,1997.0,Strategy,0.0,0.0,0.11,0.0,,,
10294,ATV Quad Kings,DS,2010.0,Racing,0.1,0.0,0.0,0.01,47.0,tbd,E
10295,FoxKids.com Micro Maniacs Racing,PS,2000.0,Racing,0.06,0.04,0.0,0.01,,,
10296,Hexen: Beyond Heretic,PS,1997.0,Shooter,0.06,0.04,0.0,0.01,,,
10297,NBA Live 16,XOne,2015.0,Sports,0.09,0.01,0.0,0.01,60.0,5.6,E
10298,Arcade Party Pak,PS,1999.0,Misc,0.06,0.04,0.0,0.01,,,
10299,Deus Ex: Human Revolution,WiiU,2013.0,Shooter,0.05,0.05,0.0,0.01,,,
10300,Sonic Generations,PC,2011.0,Platform,0.02,0.07,0.0,0.02,77.0,8.3,E
10301,Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004.0,Puzzle,0.0,0.0,0.11,0.0,,,
10302,Yamaha Supercross,DS,2009.0,Racing,0.1,0.0,0.0,0.01,,tbd,E
10303,Hitman Trilogy,PS2,2007.0,Action,0.05,0.04,0.0,0.01,,tbd,M
10304,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006.0,Misc,0.0,0.0,0.11,0.0,,,
10305,Astro Boy: The Video Game,Wii,2009.0,Action,0.1,0.0,0.0,0.01,48.0,3.5,E10+
10306,Railroad Tycoon II,PS,1999.0,Strategy,0.06,0.04,0.0,0.01,,,
10307,The Cheetah Girls: Pop Star Sensations,DS,2007.0,Misc,0.1,0.0,0.0,0.01,,tbd,E
10308,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006.0,Simulation,0.0,0.0,0.11,0.0,,,
10309,Rock Band: Metal Track Pack,Wii,2009.0,Misc,0.1,0.0,0.0,0.01,,tbd,T
10310,Ranma 1/2: Akanekodan Teki Hihou,SNES,1993.0,Role-Playing,0.0,0.0,0.11,0.0,,,
10311,Grand Theft Auto: San Andreas,X360,2008.0,Action,0.08,0.02,0.0,0.01,,7.5,M
10312,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011.0,Action,0.07,0.03,0.0,0.01,,,
10313,Planet 51,X360,2009.0,Action,0.07,0.03,0.0,0.01,53.0,tbd,E
10314,The BIGS,PSP,2007.0,Sports,0.1,0.0,0.0,0.01,72.0,tbd,E
10315,[Prototype 2],PC,2012.0,Action,0.07,0.03,0.0,0.01,76.0,6.4,M
10316,Zombie Army Trilogy,XOne,2015.0,Shooter,0.05,0.05,0.0,0.01,62.0,7.2,
10317,Happy Feet Two,PS3,,Action,0.09,0.0,0.0,0.01,,,
10318,Victory Zone,PS,1995.0,Misc,0.0,0.0,0.1,0.01,,,
10319,Cabela's North American Adventures,X360,2010.0,Sports,0.1,0.0,0.0,0.01,51.0,9,T
10320,Rengoku: The Tower of Purgatory,PSP,2005.0,Action,0.1,0.0,0.0,0.01,43.0,5.6,M
10321,Cabela's Adventure Camp,PS3,2011.0,Misc,0.06,0.03,0.0,0.02,,tbd,E
10322,Goal Storm '97,PS,1996.0,Sports,0.01,0.0,0.09,0.01,,,
10323,Paws & Claws: Pet Resort,Wii,2009.0,Simulation,0.1,0.0,0.0,0.01,,,
10324,Bust-A-Move DS,DS,2005.0,Puzzle,0.08,0.02,0.0,0.01,75.0,7,E
10325,Dynasty Warriors Advance,GBA,2005.0,Action,0.08,0.03,0.0,0.0,56.0,tbd,E
10326,God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,0.0,0.01,0.09,0.0,69.0,8,T
10327,Pachi-Slot Aruze Oukoku 3,PS,2000.0,Misc,0.0,0.0,0.1,0.01,,,
10328,Tournament Pool,Wii,2009.0,Sports,0.1,0.0,0.0,0.01,,tbd,E
10329,Rock Band Track Pack: Classic Rock,PS3,2009.0,Misc,0.1,0.0,0.0,0.01,,tbd,T
10330,Aqua Aqua,PS2,2000.0,Puzzle,0.05,0.04,0.0,0.01,79.0,tbd,E
10331,BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,0.05,0.01,0.04,0.01,64.0,6.1,T
10332,Cats & Dogs: The Revenge of Kitty Galore,DS,2010.0,Action,0.1,0.0,0.0,0.01,,,
10333,Mega Man Zero 4,GBA,2005.0,Platform,0.08,0.03,0.0,0.0,77.0,9.1,E
10334,NASCAR '14,PS3,2014.0,Racing,0.09,0.0,0.0,0.02,67.0,4.6,E
10335,Where the Wild Things Are,PS3,2009.0,Platform,0.09,0.01,0.0,0.01,53.0,4.8,E10+
10336,Black Bass with Blue Marlin,PS,1999.0,Sports,0.06,0.04,0.0,0.01,,,
10337,DJ Max Fever,PSP,2009.0,Misc,0.09,0.0,0.0,0.01,77.0,6.5,T
10338,Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005.0,Role-Playing,0.0,0.0,0.11,0.0,,,
10339,Shrek: Forever After,X360,2010.0,Platform,0.1,0.0,0.0,0.01,62.0,6.2,E10+
10340,My Boyfriend,DS,2008.0,Simulation,0.1,0.0,0.0,0.01,,tbd,E10+
10341,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006.0,Adventure,0.0,0.0,0.11,0.0,,,
10342,Dawn of Discovery,DS,2009.0,Simulation,0.07,0.03,0.0,0.01,82.0,7.3,E
10343,Pro Evolution Soccer 2016,XOne,2015.0,Sports,0.04,0.06,0.0,0.01,85.0,6.2,E
10344,Hyper Formation Soccer,PS,1995.0,Sports,0.0,0.0,0.1,0.01,,,
10345,Tiger Woods PGA Tour 06,GC,2005.0,Sports,0.08,0.02,0.0,0.0,82.0,4.8,E
10346,Jupiter Strike,PS,1994.0,Shooter,0.06,0.04,0.0,0.01,,,
10347,Totally Spies! Totally Party,Wii,2008.0,Misc,0.09,0.01,0.0,0.01,,,
10348,Sudokuro,DS,2007.0,Puzzle,0.1,0.0,0.0,0.01,,tbd,E
10349,ArmA III,PC,2013.0,Shooter,0.0,0.1,0.0,0.01,74.0,7.4,M
10350,Saigo no Yakusoku no Monogatari,PSP,2011.0,Role-Playing,0.0,0.0,0.11,0.0,,,
10351,Metal Gear Solid Integral,PS,1999.0,Adventure,0.0,0.0,0.1,0.01,,,
10352,Tetris Evolution,X360,2007.0,Puzzle,0.08,0.02,0.0,0.01,52.0,tbd,E
10353,Green Lantern: Rise of the Manhunters,DS,2011.0,Action,0.07,0.02,0.0,0.01,,tbd,E10+
10354,FIFA World Cup Germany 2006,PSP,2006.0,Sports,0.1,0.0,0.0,0.01,72.0,7.3,E
10355,Fit in Six,Wii,2011.0,Sports,0.1,0.0,0.0,0.01,,tbd,E
10356,Reign of Fire,GC,2002.0,Shooter,0.08,0.02,0.0,0.0,54.0,5.9,T
10357,Naruto Shippuden: Naruto vs. Sasuke,DS,2008.0,Action,0.07,0.0,0.03,0.0,64.0,tbd,E10+
10358,MLB 14: The Show,PSV,2014.0,Sports,0.08,0.0,0.0,0.03,68.0,7,E
10359,Rogue Warrior,X360,2009.0,Shooter,0.09,0.01,0.0,0.01,28.0,2.8,M
10360,Sniper Elite,Wii,2010.0,Shooter,0.07,0.02,0.0,0.01,71.0,tbd,M
10361,Tales of the World: Reve Unitia,3DS,2014.0,Role-Playing,0.0,0.0,0.11,0.0,,,
10362,Sakura Wars,DC,2000.0,Adventure,0.0,0.0,0.11,0.0,,,
10363,Jampack Volume 14 (RP-T),PS2,2006.0,Misc,0.05,0.04,0.0,0.01,,,
10364,Pro Yakyuu Team o Tsukurou! 2,DS,2009.0,Sports,0.0,0.0,0.11,0.0,,,
10365,Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,0.08,0.02,0.0,0.0,64.0,8.2,M
10366,Naruto Shippuden 3D: The New Era,3DS,2011.0,Action,0.0,0.04,0.06,0.01,,,
10367,Woody Woodpecker Racing,PS,1999.0,Racing,0.06,0.04,0.0,0.01,46.0,,E
10368,Martian Gothic: Unification,PS,2001.0,Adventure,0.06,0.04,0.0,0.01,64.0,6.1,M
10369,Final Fantasy XII International Zodiac Job System,PS2,2007.0,Role-Playing,0.0,0.0,0.11,0.0,,,
10370,Fight Club,XB,2004.0,Fighting,0.08,0.02,0.0,0.0,37.0,4.7,M
10371,WWE 2K17,X360,2016.0,Sports,0.05,0.04,0.0,0.01,,tbd,T
10372,Carnage Heart,PS,1995.0,Strategy,0.01,0.01,0.09,0.01,,,
10373,Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,0.0,0.08,0.0,0.02,83.0,5.2,M
10374,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998.0,Adventure,0.06,0.04,0.0,0.01,,,
10375,Kamen Rider: Climax Heroes,PS2,2009.0,Fighting,0.0,0.0,0.11,0.0,,,
10376,Robotics;Notes,PS3,2012.0,Adventure,0.0,0.0,0.11,0.0,,,
10377,Disney Channel Collection Vol. 1,GBA,2004.0,Misc,0.08,0.03,0.0,0.0,,,
10378,Total Immersion Racing,PS2,2002.0,Racing,0.05,0.04,0.0,0.01,59.0,tbd,E
10379,The Hardy Boys: The Hidden Theft,Wii,2009.0,Adventure,0.07,0.03,0.0,0.01,50.0,tbd,E10+
10380,Virtual Hydlide,SAT,1995.0,Role-Playing,0.0,0.0,0.11,0.0,,,
10381,Rango: The Video Game,DS,2011.0,Action,0.07,0.03,0.0,0.01,55.0,tbd,E
10382,Warriors Orochi 3,PSP,2012.0,Action,0.0,0.0,0.11,0.0,,,
10383,Space Invaders,GBA,2002.0,Shooter,0.08,0.03,0.0,0.0,,,
10384,FlatOut: Ultimate Carnage,X360,2007.0,Racing,0.07,0.02,0.0,0.01,80.0,8.8,T
10385,Viewtiful Joe: Double Trouble!,DS,2005.0,Action,0.08,0.0,0.01,0.01,,,
10386,Digimon Digital Card Battle,PS,1999.0,Strategy,0.06,0.04,0.0,0.01,51.0,9,T
10387,Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,0.1,0.0,0.0,0.01,,,
10388,Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,0.0,0.04,0.06,0.01,66.0,7.5,T
10389,Kuroko's Basketball: Miracle Game,PSP,2012.0,Sports,0.0,0.0,0.11,0.0,,,
10390,Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,0.05,0.0,0.05,0.01,75.0,7.8,T
10391,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006.0,Sports,0.0,0.0,0.11,0.0,,,
10392,Stronghold Kingdoms,PC,2011.0,Strategy,0.0,0.1,0.0,0.01,75.0,4.9,
10393,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010.0,Strategy,0.0,0.0,0.11,0.0,,,
10394,Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,0.1,0.0,0.0,0.01,54.0,7.1,T
10395,Dead to Rights II,XB,2005.0,Shooter,0.08,0.02,0.0,0.0,54.0,7.4,M
10396,Hysteria Hospital: Emergency Ward,DS,2009.0,Action,0.1,0.0,0.0,0.01,45.0,tbd,E
10397,Project: Horned Owl,PS,1995.0,Shooter,0.03,0.02,0.05,0.01,,,
10398,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012.0,Action,0.0,0.0,0.11,0.0,,,
10399,Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,0.05,0.04,0.0,0.01,60.0,6.5,E10+
10400,Trauma Center: Under the Knife 2,DS,2008.0,Simulation,0.1,0.0,0.0,0.01,79.0,8.5,T
10401,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995.0,Role-Playing,0.0,0.0,0.11,0.0,,,
10402,Busou Shinki: Battle Masters Mk. 2,PSP,2011.0,Action,0.0,0.0,0.11,0.0,,,
10403,Skylanders Imaginators,PS3,2016.0,Platform,0.02,0.07,0.0,0.02,,tbd,E10+
10404,Cabela's Dangerous Hunts 2,XB,2005.0,Sports,0.08,0.02,0.0,0.0,63.0,tbd,T
10405,Fate/Extella: The Umbral Star,PS4,2016.0,Action,0.0,0.0,0.11,0.0,,,T
10406,Fairy Tail: Portable Guild,PSP,2010.0,Fighting,0.0,0.0,0.11,0.0,,,
10407,Big League Sports: Summer,DS,2009.0,Sports,0.09,0.0,0.0,0.01,,tbd,E
10408,SimCity 2000,GBA,2003.0,Simulation,0.08,0.03,0.0,0.0,62.0,7.8,E
10409,Brunswick Circuit Pro Bowling 2,PS,2000.0,Sports,0.06,0.04,0.0,0.01,,,
10410,D,PS,1995.0,Adventure,0.0,0.0,0.1,0.01,,,
10411,Rock Revolution,DS,2008.0,Misc,0.1,0.0,0.0,0.01,,6.8,E10+
10412,X-Men: The Official Game,DS,2006.0,Action,0.1,0.0,0.0,0.01,50.0,7.8,E10+
10413,"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,0.05,0.04,0.0,0.01,75.0,7.3,T
10414,Ennichi no Tatsujin,Wii,2006.0,Misc,0.0,0.0,0.1,0.0,,,
10415,Mind Zero,PSV,2013.0,Role-Playing,0.05,0.0,0.04,0.02,59.0,6,T
10416,Rocky Balboa,PSP,2007.0,Sports,0.01,0.09,0.0,0.01,58.0,6.6,T
10417,Wizardry VI: Bane of the Cosmic Forge,SNES,1995.0,Role-Playing,0.0,0.0,0.1,0.0,,,
10418,Power Pocket Koushien,DS,2005.0,Sports,0.0,0.0,0.1,0.0,,,
10419,Pro Yaky? Spirits 2010,PS2,2010.0,Sports,0.0,0.0,0.1,0.0,,,
10420,Taiko no Tatsujin: V Version,PSV,2015.0,Action,0.0,0.0,0.1,0.0,,,
10421,Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,0.05,0.04,0.0,0.01,24.0,4.1,T
10422,Top Spin,PS2,2005.0,Sports,0.05,0.04,0.0,0.01,67.0,7.8,E
10423,Derby Stallion P,PSP,2006.0,Sports,0.0,0.0,0.1,0.0,,,
10424,Family Feud: 2012 Edition,X360,2011.0,Misc,0.1,0.0,0.0,0.01,47.0,5.3,E10+
10425,Kamen Rider: Battride War II,PS3,2014.0,Action,0.0,0.0,0.1,0.0,,,
10426,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,0.0,0.0,0.1,0.0,,,
10427,UFC: Tapout 2,XB,2003.0,Fighting,0.08,0.02,0.0,0.0,66.0,7.3,T
10428,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007.0,Simulation,0.0,0.0,0.1,0.0,,,
10429,The Book of Unwritten Tales,PC,2009.0,Adventure,0.0,0.08,0.0,0.02,82.0,8.2,T
10430,My First Dollhouse,DS,2010.0,Misc,0.1,0.0,0.0,0.01,,tbd,E
10431,Dreamer Series: Top Model,DS,2009.0,Simulation,0.1,0.0,0.0,0.01,,tbd,
10432,Science Papa,DS,2009.0,Misc,0.09,0.01,0.0,0.01,,tbd,E
10433,The Godfather: Mob Wars,PSP,2006.0,Action,0.09,0.0,0.0,0.01,59.0,7.9,M
10434,American Girl: Julie Finds a Way,DS,2007.0,Adventure,0.1,0.0,0.0,0.01,,tbd,E
10435,Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016.0,Action,0.0,0.0,0.1,0.0,,,
10436,Jikkyou Powerful Pro Yakyuu 10,GC,2003.0,Sports,0.0,0.0,0.1,0.0,,,
10437,Ski-Doo Snowmobile Challenge,PS3,2009.0,Racing,0.1,0.0,0.0,0.01,,tbd,E
10438,Vexx,XB,2003.0,Platform,0.08,0.02,0.0,0.0,70.0,8.5,T
10439,F1 Career Challenge,PS2,2003.0,Racing,0.05,0.04,0.0,0.01,70.0,7.7,E
10440,Pariah,XB,2005.0,Action,0.08,0.02,0.0,0.0,70.0,7.4,M
10441,Cabela's Outdoor Adventures,XB,2005.0,Sports,0.08,0.02,0.0,0.0,,tbd,T
10442,Fatal Frame 2: Wii Edition,Wii,2012.0,Action,0.0,0.0,0.1,0.0,,,
10443,Metal Slug 3,XB,2004.0,Shooter,0.08,0.02,0.0,0.0,76.0,5.1,T
10444,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006.0,Misc,0.1,0.0,0.0,0.01,,,
10445,Motocross Mania 3,PS2,2004.0,Racing,0.05,0.04,0.0,0.01,,,T
10446,Sacred 3,PS3,2014.0,Role-Playing,0.03,0.04,0.03,0.01,56.0,3.4,M
10447,Yoostar2,PS3,2011.0,Misc,0.04,0.04,0.0,0.02,54.0,tbd,T
10448,Pro Yakyuu Famista DS 2009,DS,2009.0,Sports,0.0,0.0,0.1,0.0,,,
10449,Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,0.09,0.0,0.0,0.01,79.0,6.5,E
10450,Banjo-Pilot,GBA,2005.0,Racing,0.07,0.03,0.0,0.0,68.0,5.9,E
10451,Gallop Racer 2006,PS2,2005.0,Sports,0.02,0.02,0.06,0.01,69.0,8.3,E
10452,Wasteland 2,PC,2015.0,Role-Playing,0.03,0.06,0.0,0.01,81.0,7.3,M
10453,The First Templar,X360,2011.0,Action,0.06,0.04,0.0,0.01,52.0,6.3,T
10454,Patapon 2,PSP,2008.0,Misc,0.0,0.03,0.06,0.01,81.0,8.3,E
10455,Digimon Story: Lost Evolution,DS,2010.0,Role-Playing,0.0,0.0,0.1,0.0,,,
10456,Frogger: Ancient Shadow,PS2,2005.0,Platform,0.05,0.04,0.0,0.01,54.0,4,E
10457,Princess Debut,DS,2008.0,Misc,0.1,0.0,0.0,0.01,71.0,7.4,E
10458,Pro Evolution Soccer 2014,PC,2013.0,Action,0.0,0.1,0.0,0.01,74.0,4.4,E
10459,Despicable Me: The Game,PS2,2010.0,Platform,0.05,0.04,0.0,0.01,,,
10460,Metal Arms: Glitch in the System,GC,2003.0,Shooter,0.08,0.02,0.0,0.0,83.0,9.3,T
10461,Etrian Odyssey II: Heroes of Lagaard,3DS,2014.0,Role-Playing,0.0,0.0,0.1,0.0,,,
10462,The Bachelor: The Videogame,Wii,2010.0,Misc,0.1,0.0,0.0,0.01,,,
10463,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,0.08,0.02,0.0,0.0,81.0,8.5,M
10464,Escape From Monkey Island,PS2,2001.0,Adventure,0.05,0.04,0.0,0.01,84.0,8.2,T
10465,Disney's Chicken Little: Ace In Action,Wii,,Shooter,0.09,0.0,0.0,0.01,72.0,tbd,E10+
10466,The Lord of the Rings: Conquest,DS,2009.0,Action,0.09,0.01,0.0,0.01,61.0,7.8,E10+
10467,Imagine: Soccer Captain,DS,2009.0,Sports,0.1,0.0,0.0,0.01,,tbd,E
10468,Mickey's Speedway USA (weekly JP sales),N64,2000.0,Racing,0.0,0.0,0.1,0.0,,,
10469,Brain Quest: Grades 5 & 6,DS,2008.0,Misc,0.1,0.0,0.0,0.01,,,
10470,Who Wants to Be a Millionaire: 3rd Edition,Wii,2010.0,Misc,0.1,0.0,0.0,0.01,,tbd,E
10471,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006.0,Adventure,0.0,0.0,0.1,0.0,,,
10472,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011.0,Action,0.06,0.03,0.0,0.01,,,
10473,Power Rangers: Super Legends,DS,2007.0,Action,0.08,0.02,0.0,0.01,,,
10474,Macross 30: Ginga o Tsunagu Utagoe,PS3,2013.0,Shooter,0.0,0.0,0.1,0.0,,,
10475,Kidou Senshi Gundam UC,PS3,2012.0,Action,0.0,0.0,0.1,0.0,,,
10476,Gretzky NHL,PSP,2005.0,Sports,0.1,0.0,0.0,0.01,61.0,7.4,E
10477,Corvette Evolution GT,DS,2008.0,Racing,0.1,0.0,0.0,0.01,,tbd,E
10478,Momotarou Dentetsu 16,Wii,2007.0,Misc,0.0,0.0,0.1,0.0,,,
10479,Dropship: United Peace Force,PS2,2002.0,Simulation,0.05,0.04,0.0,0.01,78.0,8.6,T
10480,Road Rash: Jailbreak,GBA,2003.0,Racing,0.07,0.03,0.0,0.0,78.0,9.3,T
10481,Syberia,XB,2003.0,Action,0.08,0.02,0.0,0.0,72.0,7,T
10482,Thrillville: Off the Rails,PSP,2007.0,Strategy,0.09,0.0,0.0,0.01,72.0,0.6,E10+
10483,Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,0.09,0.01,0.0,0.01,66.0,6,E
10484,G1 Jockey 3,PS2,2002.0,Sports,0.02,0.01,0.07,0.0,71.0,9,E
10485,Family Fun Football,Wii,2009.0,Sports,0.1,0.0,0.0,0.01,,tbd,E
10486,Atsumare! Power Pro Kun no DS Koushien,DS,,Sports,0.0,0.0,0.1,0.0,,,
10487,Exit DS,DS,2008.0,Puzzle,0.09,0.0,0.01,0.01,64.0,6.7,E
10488,Revolution X,PS,1995.0,Shooter,0.06,0.04,0.0,0.01,,,
10489,Little Battlers eXperience W,3DS,2013.0,Role-Playing,0.0,0.0,0.1,0.0,,,
10490,Riviera: The Promised Land,GBA,2004.0,Role-Playing,0.07,0.03,0.0,0.0,76.0,9.2,T
10491,Blades of Time,X360,2012.0,Action,0.07,0.02,0.0,0.01,52.0,6.5,M
10492,Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,0.05,0.0,0.04,0.01,73.0,7.9,T
10493,Top Gun: Combat Zones,GBA,2004.0,Simulation,0.07,0.03,0.0,0.0,,,
10494,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014.0,Role-Playing,0.03,0.02,0.05,0.01,,,
10495,"Sesame Street: Ready, Set, Grover!",Wii,2011.0,Misc,0.1,0.0,0.0,0.01,,,
10496,Brooktown High: Senior Year,PSP,2007.0,Simulation,0.09,0.0,0.0,0.01,51.0,tbd,T
10497,Bujingai: The Forsaken City,PS2,2003.0,Fighting,0.05,0.04,0.0,0.01,72.0,7.5,T
10498,Doko Demo Issho,PSP,2004.0,Misc,0.0,0.0,0.1,0.0,,,
10499,Universe at War: Earth Assault,X360,2008.0,Action,0.09,0.01,0.0,0.01,66.0,8.3,T
10500,Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,0.09,0.01,0.0,0.01,,tbd,E
10501,Gem Quest: 4 Elements,DS,2011.0,Puzzle,0.05,0.05,0.0,0.01,,tbd,E
10502,Beyond Good & Evil,XB,2003.0,Adventure,0.08,0.02,0.0,0.0,,,
10503,Death By Degrees,PS2,2005.0,Action,0.05,0.04,0.0,0.01,51.0,6.2,M
10504,Just In Time Translations,DS,2009.0,Misc,0.1,0.0,0.0,0.01,,tbd,E
10505,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995.0,Fighting,0.0,0.0,0.1,0.01,,,
10506,Vandal Hearts II,PS,1999.0,Strategy,0.06,0.04,0.0,0.01,,,
10507,Samurai Warriors Chronicles 2nd,3DS,2012.0,Action,0.0,0.0,0.1,0.0,,,
10508,Rome: Total War,PC,2004.0,Strategy,0.0,0.09,0.0,0.02,92.0,9.1,T
10509,Toaru Majutsu no Index,PSP,2011.0,Adventure,0.0,0.0,0.1,0.0,,,
10510,Doom 3,PC,2004.0,Shooter,0.05,0.04,0.0,0.01,87.0,7.6,M
10511,WireWay,DS,2009.0,Adventure,0.1,0.0,0.0,0.01,62.0,tbd,E
10512,Astro Boy: The Video Game,DS,2009.0,Action,0.09,0.0,0.0,0.01,34.0,tbd,E
10513,Uta no Prince-Sama: Music,PSP,2011.0,Misc,0.0,0.0,0.1,0.0,,,
10514,UNO / Skip-Bo / UNO Freefall,DS,2006.0,Misc,0.1,0.0,0.0,0.01,59.0,tbd,E
10515,Ride,XOne,2015.0,Racing,0.04,0.05,0.0,0.01,54.0,5.3,E
10516,Culdcept DS,DS,2008.0,Strategy,0.0,0.0,0.1,0.0,,,
10517,NASCAR The Game: Inside Line,X360,2012.0,Racing,0.09,0.0,0.0,0.01,72.0,3.4,E
10518,How to Train Your Dragon 2,PS3,2014.0,Adventure,0.03,0.06,0.0,0.02,,tbd,E10+
10519,JU-ON: The Grudge,Wii,2009.0,Action,0.07,0.01,0.01,0.01,39.0,5.6,M
10520,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009.0,Racing,0.09,0.01,0.0,0.01,,,
10521,Colin McRae Rally 04,XB,2004.0,Racing,0.08,0.02,0.0,0.0,84.0,8.1,E
10522,The King of Fighters: Dream Match 1999,DC,1999.0,Fighting,0.0,0.0,0.1,0.0,,,
10523,Monster Jam: Maximum Destruction,GBA,2002.0,Racing,0.07,0.03,0.0,0.0,58.0,tbd,E
10524,FIFA Street,XB,2005.0,Sports,0.08,0.02,0.0,0.0,60.0,8,E
10525,Weiss Schwarz Portable,PSP,2011.0,Strategy,0.0,0.0,0.1,0.0,,,
10526,Dora's Big Birthday Adventure,Wii,2010.0,Misc,0.09,0.01,0.0,0.01,,tbd,E
10527,The Sims 4: City Living,PC,2016.0,Simulation,0.02,0.08,0.0,0.01,77.0,5.7,T
10528,Kirarin * Revolution: Mezase! Idol Queen,DS,2007.0,Simulation,0.0,0.0,0.1,0.0,,,
